project,canonical_id,source,cwe,publish_at,cve_id,adv_id,intro_time_verdict,vuln_exists_at_intro_version,manual_review_needed,architecture_type,architecture_confidence,classification_type,primary_module,secondary_modules,category,category_name,module_from_step2_primary,module_from_step2_secondary,module_from_step2_classification_type,input_type,input_subtype,mechanism_type,mechanism_subtype,requires_ai_function,ai_native_subtype,cross_agent,difficulty,confidence,overall_confidence,manual_review_reason,fail_code,fail_reason
openclaw_openclaw,CVE-2026-41400,cves,CWE-770,2026-04-28T19:37:43.553,CVE-2026-41400,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,websocket_server,authentication,A,传统类型漏洞,websocket_server,authentication,matched_existing_module,api_input,websocket_frame,logic_flaw,missing_resource_limit,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41402,cves,CWE-706,2026-04-28T19:37:43.690,CVE-2026-41402,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,webhook_system,"cache_system, message_pipeline",A,传统类型漏洞,webhook_system,"cache_system, message_pipeline",matched_existing_module,api_input,webhook_request,logic_flaw,insufficient_deduplication,no,none,no,**medium**,high,,,,
openclaw_openclaw,CVE-2026-41403,cves,CWE-807,2026-04-28T19:37:43.823,CVE-2026-41403,,correct,yes,no,ai_api_gateway,medium,matched_existing_module,authorization,input_validation,A,传统类型漏洞,authorization,input_validation,matched_existing_module,user_input,http_request,auth_bypass,spoofed_loopback_address,no,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-41404,cves,CWE-863,2026-04-28T19:37:43.957,CVE-2026-41404,,correct,yes,no,ai_api_gateway,low,matched_existing_module,authorization,"authentication, websocket_server",A,传统类型漏洞,authorization,"authentication, websocket_server",matched_existing_module,user_input,websocket_connect_params,auth_bypass,scope_preservation_on_proxy,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-41405,cves,CWE-408,2026-04-28T19:37:44.090,CVE-2026-41405,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authentication,"rest_api, webhook_system",A,传统类型漏洞,authentication,"rest_api, webhook_system",matched_existing_module,api_input,webhook_request,auth_bypass,middleware_ordering_error,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41406,cves,CWE-639,2026-04-28T19:37:44.280,CVE-2026-41406,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"message_pipeline,agent_core",B,AI功能实现+传统方式,authorization,"message_pipeline,agent_core",matched_existing_module,user_input,message_event,auth_bypass,idor,yes,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-41407,cves,CWE-208,2026-04-28T19:37:44.433,CVE-2026-41407,,correct,yes,no,ai_api_gateway,high,matched_existing_module,authentication,"rest_api, websocket_server, input_validation",A,传统类型漏洞,authentication,"rest_api, websocket_server, input_validation",matched_existing_module,user_input,password,info_disclosure,timing_side_channel,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-41408,cves,CWE-770,2026-04-28T19:37:44.567,CVE-2026-41408,,correct,yes,no,plugin_based_ai_extension,low,matched_existing_module,multimodal_message,plugin_loader,A,传统类型漏洞,multimodal_message,plugin_loader,matched_existing_module,user_input,image_url,logic_flaw,missing_resource_limits,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41908,cves,CWE-863,2026-04-23T18:16:29.543,CVE-2026-41908,,correct,yes,no,ai_api_gateway,medium,matched_existing_module,authorization,"rest_api, authentication, config_loader",A,传统类型漏洞,authorization,"rest_api, authentication, config_loader",matched_existing_module,api_input,http_request,auth_bypass,missing_function_level_auth,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-41909,cves,CWE-863,2026-04-23T18:16:29.693,CVE-2026-41909,,correct,yes,no,ai_api_gateway,low,matched_existing_module,authorization,"authentication, websocket_server, rest_api",A,传统类型漏洞,authorization,"authentication, websocket_server, rest_api",matched_existing_module,api_input,rpc_call,auth_bypass,missing_function_level_access_control,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41910,cves,CWE-863,2026-04-28T19:37:44.697,CVE-2026-41910,,correct,yes,no,other,low,matched_existing_module,authorization,config_loader,A,传统类型漏洞,authorization,config_loader,matched_existing_module,user_input,command,auth_bypass,insufficient_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41911,cves,CWE-22,2026-04-28T19:37:44.833,CVE-2026-41911,,correct,yes,no,plugin_based_ai_extension,high,matched_existing_module,input_validation,"tool_execution, plugin_registry",A,传统类型漏洞,input_validation,"tool_execution, plugin_registry",matched_existing_module,user_input,tool_parameter,path_traversal,relative_path_traversal,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41912,cves,CWE-918,2026-04-28T19:37:44.970,CVE-2026-41912,,correct,yes,no,agent_runtime_platform,low,uncertain_existing_module,tool_execution,rest_api,A,传统类型漏洞,tool_execution,rest_api,uncertain_existing_module,api_input,json_payload,logic_flaw,insufficient_validation,no,none,no,medium,low,,,,
openclaw_openclaw,CVE-2026-41913,cves,CWE-362,2026-04-28T19:37:45.103,CVE-2026-41913,,correct,yes,no,ai_api_gateway,high,matched_existing_module,rate_limiting,authentication,A,传统类型漏洞,rate_limiting,authentication,matched_existing_module,user_input,api_input,race_condition,toctou,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-41914,cves,CWE-918,2026-04-28T19:37:45.243,CVE-2026-41914,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,input_validation,"multimodal_message, message_pipeline",A,传统类型漏洞,input_validation,"multimodal_message, message_pipeline",matched_existing_module,user_input,url,injection,ssrf,no,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-41915,cves,CWE-184,2026-04-28T19:37:45.397,CVE-2026-41915,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,input_validation,tool_execution,A,传统类型漏洞,input_validation,tool_execution,matched_existing_module,api_input,environment_variable_override,injection,incomplete_blacklist,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-41916,cves,CWE-613,2026-04-28T19:37:45.540,CVE-2026-41916,,correct,yes,no,ai_api_gateway,high,matched_existing_module,authentication,"rest_api, config_loader",A,传统类型漏洞,authentication,"rest_api, config_loader",matched_existing_module,api_input,http_request,auth_bypass,stale_state_on_reload,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42420,cves,CWE-770,2026-04-28T19:37:45.680,CVE-2026-42420,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,input_validation,rest_api,A,传统类型漏洞,input_validation,rest_api,matched_existing_module,api_input,base64_encoded_attachment,resource_exhaustion,unbounded_memory_allocation,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-42421,cves,CWE-613,2026-04-28T19:37:45.820,CVE-2026-42421,,incorrect,no,no,ai_api_gateway,high,matched_existing_module,authentication,"api_key_management, websocket_server, config_loader",A,传统类型漏洞,authentication,"api_key_management, websocket_server, config_loader",matched_existing_module,api_input,shared_token,session_management,insufficient_session_expiration,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42422,cves,CWE-863,2026-04-28T19:37:45.950,CVE-2026-42422,,incorrect,no,no,ai_api_gateway,medium,matched_existing_module,authorization,"api_key_management, websocket_server",A,传统类型漏洞,authorization,"api_key_management, websocket_server",matched_existing_module,api_input,rpc_call,auth_bypass,missing_function_level_authorization,no,none,no,hard,medium,,,,
openclaw_openclaw,CVE-2026-42423,cves,CWE-636,2026-04-28T19:37:46.083,CVE-2026-42423,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,human_approval,"tool_execution, agent_core",A,传统类型漏洞,human_approval,"tool_execution, agent_core",matched_existing_module,user_input,command,auth_bypass,timeout_bypass,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42424,cves,CWE-73,2026-04-28T19:37:46.217,CVE-2026-42424,,correct,yes,no,ai_api_gateway,medium,matched_existing_module,input_validation,"tool_execution, message_pipeline",A,传统类型漏洞,input_validation,"tool_execution, message_pipeline",matched_existing_module,user_input,media_instruction,logic_flaw,path_traversal,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42426,cves,CWE-863,2026-04-28T19:37:46.360,CVE-2026-42426,,correct,yes,no,ai_api_gateway,low,matched_existing_module,authorization,"authentication, rest_api",A,传统类型漏洞,authorization,"authentication, rest_api",matched_existing_module,api_input,rpc_request,auth_bypass,insufficient_scope_check,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42427,cves,CWE-184,2026-04-28T19:37:46.493,CVE-2026-42427,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,input_validation,tool_execution,A,传统类型漏洞,input_validation,tool_execution,matched_existing_module,user_input,environment_overrides,injection,environment_variable_injection,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42428,cves,CWE-353,2026-04-28T19:37:46.630,CVE-2026-42428,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,marketplace,plugin_registry,A,传统类型漏洞,marketplace,plugin_registry,matched_existing_module,file_input,archive_download,missing_integrity_check,no_hash_or_signature_verification,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-42430,cves,CWE-918,2026-04-28T19:37:46.907,CVE-2026-42430,,correct,yes,no,plugin_based_ai_extension,low,matched_existing_module,input_validation,"rest_api, plugin_loader",A,传统类型漏洞,input_validation,"rest_api, plugin_loader",matched_existing_module,api_input,url,injection,server_side_request_forgery,no,none,no,hard,medium,,,,
openclaw_openclaw,CVE-2026-42431,cves,CWE-863,2026-04-28T19:37:47.057,CVE-2026-42431,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,authorization,tool_execution,A,传统类型漏洞,authorization,tool_execution,matched_existing_module,api_input,node_invoke_request,auth_bypass,missing_resource_level_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42432,cves,CWE-863,2026-04-28T19:37:47.190,CVE-2026-42432,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,authorization,websocket_server,A,传统类型漏洞,authorization,websocket_server,matched_existing_module,api_input,websocket_message,auth_bypass,missing_authorization_check,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-42433,cves,CWE-862,2026-05-05T12:16:17.627,CVE-2026-42433,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,authorization,"agent_core, tool_execution, plugin_loader",A,传统类型漏洞,authorization,"agent_core, tool_execution, plugin_loader",matched_existing_module,api_input,method_argument,auth_bypass,missing_function_level_auth,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42434,cves,CWE-863,2026-05-05T12:16:17.767,CVE-2026-42434,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,code_sandbox,"tool_execution, authorization",A,传统类型漏洞,code_sandbox,"tool_execution, authorization",matched_existing_module,api_input,parameter_value,auth_bypass,missing_access_check,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42435,cves,CWE-184,2026-05-05T12:16:17.910,CVE-2026-42435,,correct,yes,no,ai_agent_framework,high,matched_existing_module,input_validation,"agent_orchestration, tool_execution",A,传统类型漏洞,input_validation,"agent_orchestration, tool_execution",matched_existing_module,api_input,command_argument_array,logic_flaw,incomplete_env_var_filtering,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42436,cves,CWE-862,2026-05-05T12:16:18.050,CVE-2026-42436,,correct,yes,no,insufficient_evidence,low,matched_existing_module,authorization,rest_api,A,传统类型漏洞,authorization,rest_api,matched_existing_module,api_input,rest_request,auth_bypass,missing_functional_level_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42437,cves,CWE-770,2026-05-05T12:16:18.190,CVE-2026-42437,,correct,yes,no,plugin_based_ai_extension,high,matched_existing_module,websocket_server,none,A,传统类型漏洞,websocket_server,none,matched_existing_module,user_input,websocket_frame,resource_exhaustion,missing_size_limit,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-42438,cves,CWE-863,2026-05-05T12:16:18.327,CVE-2026-42438,,correct,yes,no,ai_application_platform,medium,matched_existing_module,authorization,"tool_execution, multimodal_message",A,传统类型漏洞,authorization,"tool_execution, multimodal_message",matched_existing_module,user_input,file_path_in_message,auth_bypass,missing_permission_check,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-42439,cves,"CWE-862, CWE-918",2026-05-05T12:16:18.490,CVE-2026-42439,,incorrect,no,no,plugin_based_ai_extension,low,matched_existing_module,rest_api,other,A,传统类型漏洞,rest_api,other,matched_existing_module,api_input,http_body,ssrf,none,no,none,no,hard,high,,,,
openclaw_openclaw,CVE-2026-43526,cves,CWE-918,2026-05-05T12:16:18.640,CVE-2026-43526,,correct,yes,no,plugin_based_ai_extension,high,matched_existing_module,multimodal_message,message_pipeline,B,AI功能实现+传统方式,multimodal_message,message_pipeline,matched_existing_module,model_output,generated_text_with_tags,ssrf,missing_url_validation,yes,direct_prompt_injection,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43527,cves,"CWE-918, CWE-1188",2026-05-05T12:16:18.777,CVE-2026-43527,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,input_validation,"tool_execution, config_loader",A,传统类型漏洞,input_validation,"tool_execution, config_loader",matched_existing_module,user_input,url,logic_flaw,insecure_default,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43528,cves,CWE-212,2026-05-05T12:16:18.917,CVE-2026-43528,,correct,yes,no,llm_application_platform,medium,matched_existing_module,encryption,"config_loader, api_key_management",A,传统类型漏洞,encryption,"config_loader, api_key_management",matched_existing_module,api_input,configuration_request,logic_flaw,insufficient_redaction,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43529,cves,CWE-367,2026-05-05T12:16:19.057,CVE-2026-43529,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,input_validation,"tool_execution, code_sandbox",B,AI功能实现+传统方式,input_validation,"tool_execution, code_sandbox",matched_existing_module,user_input,command,logic_flaw,toctou,yes,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-43530,cves,CWE-863,2026-05-05T12:16:19.200,CVE-2026-43530,,incorrect,no,no,agent_runtime_platform,medium,matched_existing_module,human_approval,"authorization, tool_execution",A,传统类型漏洞,human_approval,"authorization, tool_execution",matched_existing_module,user_input,shell_command,auth_bypass,allowlist_multiplexer_bypass,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43531,cves,CWE-15,2026-05-05T12:16:19.337,CVE-2026-43531,,correct,yes,no,agent_runtime_platform,low,matched_existing_module,config_loader,authentication,A,传统类型漏洞,config_loader,authentication,matched_existing_module,file_input,dotenv_workspace,injection,environment_variable_injection,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43532,cves,CWE-184,2026-05-05T12:16:19.473,CVE-2026-43532,,correct,yes,no,plugin_based_ai_extension,high,matched_existing_module,input_validation,"plugin_loader, message_pipeline",A,传统类型漏洞,input_validation,"plugin_loader, message_pipeline",matched_existing_module,user_input,action_parameter,path_traversal,sandbox_normalization_bypass,no,none,yes,medium,high,,,,
openclaw_openclaw,CVE-2026-43533,cves,CWE-23,2026-05-05T12:16:19.610,CVE-2026-43533,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,input_validation,"plugin_loader, message_pipeline",B,AI功能实现+传统方式,input_validation,"plugin_loader, message_pipeline",matched_existing_module,model_output,media_tag_or_structured_payload,injection,path_traversal,yes,direct_prompt_injection,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43534,cves,CWE-345,2026-05-05T12:16:19.750,CVE-2026-43534,,correct,yes,no,llm_application_platform,medium,matched_existing_module,webhook_system,message_pipeline,C,AI场景新漏洞模式,webhook_system,message_pipeline,matched_existing_module,api_input,hook_payload,injection,prompt_injection,yes,indirect_prompt_injection,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43535,cves,CWE-266,2026-05-05T12:16:19.893,CVE-2026-43535,,correct,yes,no,llm_application_platform,medium,matched_existing_module,authorization,"task_queue, agent_core",A,传统类型漏洞,authorization,"task_queue, agent_core",matched_existing_module,user_input,chat_message,auth_bypass,privilege_escalation,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43566,cves,CWE-184,2026-05-05T12:16:20.040,CVE-2026-43566,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,agent_scheduler,"webhook_system, message_pipeline",B,AI功能实现+传统方式,agent_scheduler,"webhook_system, message_pipeline",matched_existing_module,api_input,webhook_body,logic_flaw,auth_bypass,yes,direct_prompt_injection,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43567,cves,CWE-862,2026-05-05T12:16:20.190,CVE-2026-43567,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,tool_execution,"input_validation, node_system",A,传统类型漏洞,tool_execution,"input_validation, node_system",matched_existing_module,user_input,tool_parameter,injection,path_traversal,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43568,cves,CWE-862,2026-05-05T12:16:20.343,CVE-2026-43568,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"tool_execution, plugin_loader",A,传统类型漏洞,authorization,"tool_execution, plugin_loader",matched_existing_module,api_input,command,auth_bypass,missing_function_level_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43569,cves,CWE-829,2026-05-05T12:16:20.493,CVE-2026-43569,,correct,yes,no,plugin_based_ai_extension,high,matched_existing_module,plugin_loader,authentication,A,传统类型漏洞,plugin_loader,authentication,matched_existing_module,file_input,workspace_plugin,logic_flaw,untrusted_source_inclusion,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43570,cves,CWE-61,2026-05-05T12:16:20.710,CVE-2026-43570,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,marketplace,"input_validation, plugin_loader",A,传统类型漏洞,marketplace,"input_validation, plugin_loader",matched_existing_module,user_input,marketplace_url,logic_flaw,symlink_following,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43571,cves,CWE-829,2026-05-05T12:16:20.880,CVE-2026-43571,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,plugin_loader,"plugin_registry, workspace_management",A,传统类型漏洞,plugin_loader,"plugin_registry, workspace_management",matched_existing_module,file_input,malicious_workspace_plugin,logic_flaw,origin_priority_bypass,no,none,no,easy,medium,,,,
openclaw_openclaw,CVE-2026-43572,cves,CWE-862,2026-05-05T12:16:21.023,CVE-2026-43572,,correct,yes,no,insufficient_evidence,insufficient_evidence,matched_existing_module,authorization,sso_integration,A,传统类型漏洞,authorization,sso_integration,matched_existing_module,api_input,bot_framework_invoke,auth_bypass,missing_function_level_auth,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43573,cves,"CWE-862, CWE-918",2026-05-05T12:16:21.163,CVE-2026-43573,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,tool_execution,mcp_client,A,传统类型漏洞,tool_execution,mcp_client,matched_existing_module,api_input,json_body,auth_bypass,missing_policy_check,no,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-43574,cves,CWE-183,2026-05-05T12:16:21.307,CVE-2026-43574,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,input_validation,A,传统类型漏洞,authorization,input_validation,matched_existing_module,user_input,command,auth_bypass,insufficient_authorization_check,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43575,cves,CWE-862,2026-05-06T20:16:33.100,CVE-2026-43575,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,authorization,"authentication, code_sandbox",A,传统类型漏洞,authorization,"authentication, code_sandbox",matched_existing_module,api_input,http_request,auth_bypass,middleware_missing,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43576,cves,"CWE-601, CWE-918",2026-05-06T20:16:33.240,CVE-2026-43576,,correct,yes,no,ai_application_platform,low,matched_existing_module,input_validation,"tool_execution, rest_api",A,传统类型漏洞,input_validation,"tool_execution, rest_api",matched_existing_module,api_input,configured_remote_cdp_url,ssrf,url_redirect,no,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-43577,cves,CWE-862,2026-05-06T20:16:33.377,CVE-2026-43577,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"tool_execution, input_validation",A,传统类型漏洞,authorization,"tool_execution, input_validation",matched_existing_module,api_input,action_parameter,auth_bypass,missing_policy_check,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43578,cves,CWE-184,2026-05-06T20:16:33.510,CVE-2026-43578,,correct,yes,no,ai_agent_framework,high,matched_existing_module,agent_core,"tool_execution, chat_session",B,AI功能实现+传统方式,agent_core,"tool_execution, chat_session",matched_existing_module,tool_output,command_execution_output,logic_flaw,incomplete_filter,yes,indirect_prompt_injection,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43579,cves,CWE-862,2026-05-06T20:16:33.643,CVE-2026-43579,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"plugin_loader, rest_api",A,传统类型漏洞,authorization,"plugin_loader, rest_api",matched_existing_module,api_input,http_request,auth_bypass,missing_function_level_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43580,cves,CWE-862,2026-05-06T20:16:33.783,CVE-2026-43580,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,tool_execution,"authentication, authorization",A,传统类型漏洞,tool_execution,"authentication, authorization",matched_existing_module,api_input,http_request_body,auth_bypass,missing_function_level_access_control,no,none,no,medium,medium,,,,
openclaw_openclaw,CVE-2026-43581,cves,CWE-1188,2026-05-06T20:16:33.920,CVE-2026-43581,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,code_sandbox,container_build,A,传统类型漏洞,code_sandbox,container_build,matched_existing_module,none,,auth_bypass,misconfiguration_binding,no,none,no,hard,high,,,,
openclaw_openclaw,CVE-2026-43582,cves,CWE-367,2026-05-06T20:16:34.050,CVE-2026-43582,,correct,yes,no,other,high,matched_existing_module,input_validation,rest_api,A,传统类型漏洞,input_validation,rest_api,matched_existing_module,user_input,url,race_condition,toctou_dns_rebinding,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43583,cves,CWE-862,2026-05-06T20:16:34.203,CVE-2026-43583,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,authorization,"task_queue, agent_core",A,传统类型漏洞,authorization,"task_queue, agent_core",matched_existing_module,none,none,auth_bypass,missing_context,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-43584,cves,CWE-184,2026-05-06T20:16:34.333,CVE-2026-43584,,correct,yes,no,agent_runtime_platform,high,matched_existing_module,input_validation,"tool_execution, code_sandbox",A,传统类型漏洞,input_validation,"tool_execution, code_sandbox",matched_existing_module,api_input,env_variable,bypass_denylist,environment_variable_injection,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-43585,cves,CWE-672,2026-05-06T20:16:34.473,CVE-2026-43585,,correct,yes,no,ai_api_gateway,medium,matched_existing_module,authentication,config_loader,A,传统类型漏洞,authentication,config_loader,matched_existing_module,api_input,websocket_connect_frame_token,auth_bypass,stale_secret_not_refreshed,no,none,no,easy | medium | hard,high,,,,
openclaw_openclaw,CVE-2026-44109,cves,CWE-1188,2026-05-06T20:16:34.620,CVE-2026-44109,,insufficient_evidence,insufficient_evidence,yes,plugin_based_ai_extension,low,matched_existing_module,webhook_system,"authentication, input_validation",A,传统类型漏洞,webhook_system,"authentication, input_validation",matched_existing_module,api_input,webhook_request,auth_bypass,signature_bypass_due_to_empty_key,no,none,no,hard,high,,,,
openclaw_openclaw,CVE-2026-44110,cves,CWE-863,2026-05-06T20:16:34.760,CVE-2026-44110,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"plugin_registry, chat_session",A,传统类型漏洞,authorization,"plugin_registry, chat_session",matched_existing_module,user_input,matrix_command,auth_bypass,insufficient_authorization,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-44111,cves,CWE-183,2026-05-06T20:16:34.907,CVE-2026-44111,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,agent_memory,tool_execution,A,传统类型漏洞,agent_memory,tool_execution,matched_existing_module,user_input,tool_parameter,path_traversal,insufficient_path_validation,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-44112,cves,CWE-367,2026-05-06T20:16:35.057,CVE-2026-44112,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,code_sandbox,plugin_loader,B,AI功能实现+传统方式,code_sandbox,plugin_loader,matched_existing_module,user_input,file_path,race_condition,toctou,yes,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-44113,cves,CWE-367,2026-05-06T20:16:35.207,CVE-2026-44113,,correct,yes,no,agent_runtime_platform,medium,matched_existing_module,code_sandbox,"tool_execution, agent_core",A,传统类型漏洞,code_sandbox,"tool_execution, agent_core",matched_existing_module,user_input,file_path,logic_flaw,TOCTOU,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-44114,cves,CWE-184,2026-05-06T20:16:35.340,CVE-2026-44114,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,config_loader,none,A,传统类型漏洞,config_loader,none,matched_existing_module,file_input,dotenv_file,logic_flaw,insufficient_filtering,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-44115,cves,CWE-184,2026-05-06T20:16:35.497,CVE-2026-44115,,correct,yes,no,ai_agent_framework,medium,matched_existing_module,input_validation,"tool_execution, agent_core",B,AI功能实现+传统方式,input_validation,"tool_execution, agent_core",matched_existing_module,user_input,shell_command,injection,incomplete_allowlist_bypass,yes,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-44116,cves,CWE-918,2026-05-06T20:16:35.637,CVE-2026-44116,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,multimodal_message,input_validation,A,传统类型漏洞,multimodal_message,input_validation,matched_existing_module,user_input,url,injection,ssrf,no,none,no,easy,medium,,,,
openclaw_openclaw,CVE-2026-44117,cves,CWE-918,2026-05-06T20:16:35.770,CVE-2026-44117,,correct,yes,no,other (suggestion: message_routing_gateway),low,needs_new_module_type,other,"plugin_loader, message_pipeline, rest_api",A,传统类型漏洞,other,"plugin_loader, message_pipeline, rest_api",needs_new_module_type,user_input,text_message_with_media_tags,injection,url_injection,no,none,no,low（注：使用低而非 easy 以中文化表述，但框架要求 easy/medium/hard，可输出 easy）,medium,,,,
openclaw_openclaw,CVE-2026-44118,cves,CWE-290,2026-05-06T20:16:35.900,CVE-2026-44118,,correct,yes,no,mcp_server,medium,matched_existing_module,authentication,"authorization, input_validation",A,传统类型漏洞,authentication,"authorization, input_validation",matched_existing_module,api_input,http_header,auth_bypass,header_spoofing,no,none,no,medium,high,,,,
openclaw_openclaw,CVE-2026-44991,cves,CWE-863,2026-05-11T18:16:38.780,CVE-2026-44991,,correct,yes,no,chatbot_platform,low,matched_existing_module,authorization,"message_pipeline, tool_execution",A,传统类型漏洞,authorization,"message_pipeline, tool_execution",matched_existing_module,user_input,slash_command,auth_bypass,wildcard_allow_all_owner_bypass,no,none,no,easy,medium,,,,
openclaw_openclaw,CVE-2026-44992,cves,CWE-441,2026-05-11T18:16:38.943,CVE-2026-44992,,correct,yes,no,llm_application_platform,high,matched_existing_module,config_loader,"media_understanding, llm_provider_abstraction",A,传统类型漏洞,config_loader,"media_understanding, llm_provider_abstraction",matched_existing_module,file_input,dotenv_configuration_file,logic_flaw,ssrf_host_redirection,no,none,no,easy,high,,,,
openclaw_openclaw,CVE-2026-44993,cves,CWE-184,2026-05-11T18:16:39.103,CVE-2026-44993,,correct,yes,no,plugin_based_ai_extension,medium,matched_existing_module,authorization,"message_pipeline, plugin_loader",A,传统类型漏洞,authorization,"message_pipeline, plugin_loader",matched_existing_module,api_input,feishu_card_action_webhook,auth_bypass,chat_type_misclassification,no,none,no,easy,high,,,,
